City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
608,Huntly,GB,54.54,overcast clouds,57.4474,-2.7861,Gordon Arms Hotel and Cheers Cafe Bar
609,Grand Gaube,MU,70.2,few clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
615,Mweka,CD,72.73,overcast clouds,-4.85,21.5667,Guest House Boshab
619,Lubango,AO,58.48,clear sky,-14.9172,13.4925,Hotel Serra da Chela
620,Mpongwe,ZM,58.71,clear sky,-13.5091,28.155,GCMF Office & Lodge
622,Grand Baie,MU,70.27,few clouds,-20.0182,57.5802,Trou aux Biches Beachcomber Golf Resort & Spa
623,Nampula,MZ,66.15,scattered clouds,-15.1165,39.2666,BUTIK Hotel
624,Bumba,CD,70.5,overcast clouds,2.1833,22.4667,Hôtel Cape Town
625,Outjo,,59.47,clear sky,-20.1167,16.15,Kai-Oms Backpackers Lodge
627,Pustomyty,UA,64.62,broken clouds,49.7153,23.913,Lake District
631,Kurchum,KZ,65.88,clear sky,48.5722,83.6542,"Gostinitsa ""Kneda"""
632,Sørland,NO,48.27,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
637,Chancay,PE,70.32,few clouds,-11.5714,-77.2672,Hotel Madre Perla
641,Lima,PE,68.9,overcast clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
642,Cervo,ES,66.96,clear sky,43.6702,-7.4101,Hotel Spa Galatea
648,Lyuban',BY,68.95,broken clouds,52.7985,28.0048,"Gostinitsa ""Oressa"""
649,Santa Isabel,BR,69.51,overcast clouds,-23.3156,-46.2214,Chácara Sombra do Altíssimo
653,Mpanda,TZ,66.0,clear sky,-6.3655,31.0409,CH Hotel - Mpanda
658,Presidencia Roque Sáenz Peña,AR,72.73,clear sky,-26.7852,-60.4388,Hotel Gualok
662,Portsmouth,GB,65.17,broken clouds,50.799,-1.0913,Best Western Royal Beach Hotel
667,Camaná,PE,66.31,scattered clouds,-16.6228,-72.7111,Hostal Morales
670,São Sebastião,BR,65.39,broken clouds,-23.76,-45.4097,Hotel Recanto dos Pássaros
671,Arrondissement de Poitiers,FR,65.25,clear sky,46.5833,0.3333,ibis Poitiers Centre
677,Santa Maria,BR,67.3,few clouds,-29.6842,-53.8069,Hotel Morotin
680,Swellendam,ZA,55.78,broken clouds,-34.0226,20.4417,De Kloof Luxury Estate boutique Hotel & SPA
682,Grande-Synthe,FR,64.06,broken clouds,51.0154,2.2998,Première Classe
683,San Fernando del Valle de Catamarca,AR,71.78,clear sky,-28.4696,-65.7852,Amerian Catamarca Park Hotel
